text,label
New COVID-19 Breast Cancer Treatment Guidelines,1
Joe DiffieÕs death was labeled Òas a COVID-19 death and it wasnÕt!Ó,0
Mayo hospitals again receive ‘A’ grades for patient safety,1
U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet): Overall Percentage of Visits for ILI,1
"""Image of overcrowded NYC subway car is real""",1
Antibody Testing,1
Steroids Could Do More Harm Than Good in Treating Coronavirus,1
"""#BeActive for the UN International Day of Sport for Development and Peace""",1
Full Influenza Vaccination Among Children Cuts Hospitalization in Half,1
"""WHO launches a chatbot on Facebook Messenger to combat COVID-19 misinformation""",1
Toddlers to Teens: How to Help Kids Cope with Stress from COVID-19,1
Commentary: Lessons on COVID-19 From Low-Income Countries,1
In South Florida Òall children and adults must remain in their homesÓ due to coronavirus.,0
Travelers from Countries with Widespread Sustained (Ongoing) Transmission Arriving in the United States,1
A photo showing UgandaÕs first case of COVID-19.,0
Blood Type May Affect COVID-19 Risk,1
The coronavirus outbreak is caused by 5G technology.,0
What It’s Like to Be an ER Doctor During the Coronavirus Outbreak,1
No Staff COVID-19 Diagnoses After Plan at Chinese Cancer Center,1
"COVID-19 Daily: Stroke in Young Adults, Test Safety Issues",1
Will COVID-19 Finally Trigger Action on Health Disparities?,1
"Social media posts shared tens of thousands of times claim White House adviser Dr. Anthony Fauci stands alone in insisting hydroxychloroquineÕs effectiveness against COVID-19 is unproven, while Italy, France, Spain and Brazil say it Òworks.Ó",0
COVID-19 a Reminder of the Challenge of Emerging Infectious Diseases,1
"Italian Prime Minister Giuseppe Conte said, ÒWe have lost control, we have killed the epidemic physically and mentally. CanÕt understand what more we can do, all solutions are exhausted on ground. Our only hope remains up in the sky. God, rescue your people.Ó",0
How tissues harm themselves during wound healing,1
Doctors recommend carbon filter face masks to prevent coronavirus spread.,0
Guidelines on Delaying Cancer Surgery During COVID-19,1
Suggestion that Trump urged sick people to get out and vote during COVID-19 pandemic.,0
First Protocol on How to Use Lung Ultrasound to Triage COVID-19,1
Popping bubble wrap exposes people to coronavirus.,0
What's Your Malpractice Risk When Treating COVID-19 Patients?,1
Emergency Department Visits Percentage of Visits for COVID-19-Like Illness (CLI) or Influenza-like Illness (ILI),1
COVID-19 and psoriasis: Risks and precautions,1
"""WHO lists two COVID-19 tests for emergency use""",1
Hospitals Face Cash Crunch in 60-90 Days Due to COVID-19: Report,1
Prepare to Care for COVID-19: Get Your Practice Ready,1
COMMENTARY: COVID-19 Diary Day 4: Am I Losing My Humanity? Already?,1
Why You Don’t Need to Panic About the New Coronavirus,1
Paper Towels Beat Air Dryers Against Viruses,1
What Roles Do Children Play in Spreading COVID-19?,1
Election years in the United States coincide with major disease outbreaks.,0
"Not Sure You Have COVID-19? Here Are the Symptoms for Coronavirus, Flu, and Allergies",1
"Managing Children's Fear, Anxiety in the Age of COVID-19",1
Cases in U.S.,1
Why Seeing a Doctor Within 48 Hours of Flu Symptoms Is Critical,1
What Law Enforcement Personnel Need to Know about Coronavirus Disease 2019 (COVID-19),1
North Carolina Òhospital beds are typically 85% full across the state.Ó,0
The government Ñ or specific states such as Michigan or Florida Ñ has mandated that employers and schools close for two weeks.,0
Claim that Dr. Anthony FauciÕs statement that the coronavirus death rate is 10 times that of the seasonal flu is Òa claim without any scientific basis.Ó,0
The Simpsons predicted the new coronavirus outbreak.,0
Taking a flu shot causes false positive results on COVID-19 tests.,0
"COMMENTARY: COVID-19 Diary Day 10: So Many Questions, No Answers",1
"The coronavirus pandemic can be dramatically slowed, or stopped, with the immediate widespread use of high doses of vitamin C.",0
Expert Alert: Have heart disease? Protect your health during the COVID-19 pandemic,1
ÒBreaking,0
Coronavirus prevention: How to reduce transmission risk,1
Scientists Uncover Structure of Key Pneumonia Virus Enzyme,1
"""LA County sheriff’s deputies arrested a paddle boarder for violating the state’s stay-at-home order""",1
Frequently Asked Questions and Answers: Coronavirus Disease-2019 (COVID-19) and Children,1
NIH Reports First Known Employee with COVID-19 Infection,1
People with Asthma and COVID-19,1
"ÒMan visited Albany, N.Y., days before dying from coronavirus.Ó",0
"""WHO and Rakuten Viber fight COVID-19 misinformation with interactive chatbot""",1
"""Will homemade masks stop coronavirus from spreading? Fact-checking Sen. Pat Toomey’s claim""",1
Lack of Paid Sick Leave a Coronavirus Threat,1
"""European Commission supports WHO’s COVID19 response across Eastern Europe and the Caucasus""",1
IDSA: No Recommendations for COVID-19 Treatment for Now,1
COMMENTARY: COVID-19 Diary Day 8: I'm a 'Hugger.' Now I'm Socially Distant.,1
COVIDView Summary ending on April 18,1
"""International working group on Ethics & COVID-19""",1
Numbers Lacking on COVID-19-Infected Healthcare Workers,1
Frieden Calls Pandemic Battle “World War C”,1
"COVID-19 Daily: A Hospitalist's Advice, Fighting an 'Infodemic'",1
How close is a COVID-19 vaccine? Prof. Martin Bachmann on stopping a pandemic,1
The new coronavirus contains HIV ÒinsertionsÓ and shows signs of being created in a lab.,0
"""#ThanksHealthHeros - World Health Day Message""",1
Get Your Community- and Faith-Based Organizations Ready for Coronavirus Disease 2019,1
Groups at Higher Risk for Severe Illness,1
Trending Clinical Topic: COVID-19,1
Should you take Ibuprofen to treat a fever from the coronavirus?,0
Cleveland Clinic Offers Free COVID-19 Online Screening Tool,1
"""WHO, UN Foundation and partners launch first-of-its-kind COVID-19 Solidarity Response Fund""",1
Army of Mayo employees come together to identify COVID-19 exposures within hours,1
Heart Patients Need to Be Wary of Coronavirus,1
US President Donald Trump has suggested studying the injection of disinfectant as a COVID-19 treatment.,0
15 minutes in a sauna will kill the coronavirus.,0
"""Strengthening accountability to end TB""",1
ÒSo let me get this straight about this virus. ItÕs ÔnewÕ yet it was lab created and patented in 2015 (in development since 03Õ).Ó,0
'Hospital at Home' May Boost COVID-19 Inpatient Capacity,1
NIH Launches Clinical Trial of Hydroxychloroquine,1
"""WHO delegation concludes COVID-19 technical mission to Egypt""",1
'Larger Than Life' Physician Stephen Schwartz Dies of COVID-19,1
CDC issued facial hair recommendation for novel coronavirus prevention.,0
50 NYC School Employees Have Died of COVID-19,1
COVID-19 'Therapies' Put Focus on 12-Lead ECG Alternatives,1
How Even One Social Gathering Can Quickly Spread COVID-19,1
Can We Learn Anything from the SARS Outbreak to Fight COVID-19?,1
COVID-19 global impact: How the coronavirus is affecting the,1
Bill Gates and the Vatican have a plan to depopulate the world with a coronavirus vaccine.,0
7 alternatives to toilet paper,1
"Guidelines for Evaluating and Testing Persons Under Investigation for COVID-19 (CDC, 2020)",1
COVID-19: Could Hydroxychloroquine Really Be the Answer?,1
ÒQueen Elizabeth tests positive for COVID-19.Ó,0
Phone Advice Line Guidelines for Children (2-17 years) or Adults (≥ 18 years) with Possible COVID-19,1
President Donald Trump Òwill evoke (sic) what is called the Stafford actÓ and Òorder a two week mandatory quarantine for the nation.Ó,0
Test for Coronavirus Antibodies Approved by FDA,1
Key Drugs Join PPEs on List of Front-Line Shortages,1
"""WHO Director-General calls on G20 to Fight, Unite, and Ignite against COVID-19""",1
Ibuprofen ramps up coronavirus 10 times.,0
COVID-19 Pneumonia: Only Some Cases Are Like Severe ARDS,1
"""How the Utah Jazz got 58 coronavirus tests when US testing is sluggish""",1
COVID-19 Serology Surveillance Strategy,1
Deadly New Coronavirus Can Spread Between Humans,1
"Coronavirus Daily Digest: April 3, 2020",1
CDC to Screen for Novel Coronavirus at Three US Airports,1
"Ask an Expert: An Epidemiologist Answers Our Questions About the Coronavirus, Quarantines, and Face Masks",1
"Coronavirus Daily Digest: March 30, 2020",1
"If You’re Worried About the New Coronavirus, Here’s How to Protect Yourself",1
Coronavirus Outbreak Prompted Gun And Ammunition Policy Changes At Walmart.,0
University Hospitals and Cleveland Clinic Partner to Provide Drive-Through COVID-19 Testing,1
"COVID-19 Daily: Hospital Hacks, Tips for Small Practices",1
Mayo Clinic in Florida expands specimen testing and processing capabilities for COVID-19,1
The new coronavirus can be cured by drinking one bowl of freshly boiled garlic water.,0
People with Disabilities,1
6 Ways to Be a More Considerate Shopper During COVID-19,1
"""Communities, Schools, and Workplaces""",1
Certain Anerobic Bacteria Linked to Increased CRC Risk,1
"Current US Visa Rules Restrict, Limit COVID-19 Physician Pool",1
Information for Pediatric Healthcare Providers,1
The health insurance industry has Òagreed to waive all co-payments for coronavirus treatments.Ó,0
Mayo Clinic experts offer guidance on treating COVID-19 patients with signs of acute heart attack,1
Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,0
NCHS Mortality Surveillance Data,1
"Coronavirus Daily Digest: March 23, 2020",1
Trump Won’t Socially Distance Himself From Pence,1
Models: Opening States Early Will Increase Deaths,1
Stress and Coping,1
NIH clinical trial shows Remdesivir accelerates recovery from advanced COVID-19,1
"Asian flu, Hong Kong flu, swine flu and bird flu killed more people than coronavirus has today. And that the government never shut down anything for those.",0
Ads are selling masks protecting against COVID-19.,0
New Details on How a Viral Protein Puts the Brakes on Virus Replication,1
COVID-19 vaccine trial killed 7 children in Senegal.,0
The World Faces an Air Pollution 'Pandemic',1
NIDA Director outlines potential risks to people who smoke and use drugs during COVID-19 pandemic,1
Information for Clinicians on Therapeutic Options for COVID-19 Patients,1
UK local authorities not ready for the number of deaths from Covid-19,1
COMMENTARY: COVID-19 Diary Day 6: Clinicians' Choices Shouldn't Be Judged,1
"""Fact-checking Trump campaign claim on Biden’s 2009 swine flu comments""",1
AHA COVID-19 CVD Registry to Collect Data on CV Outcomes,1
Contact Tracing : Part of a Multipronged Approach to Fight the COVID-19 Pandemic,1
"U.S. hospitals are preparing for 96 million coronavirus infections and nearly half a million deaths, leaked documents reveal.",0
"""WHO statement on cases of COVID-19 surpassing 100 000""",1
New Flu Drug Drives Drug Resistance in Influenza Viruses,1
ÒMass vaccination for COVID-19 in Senegal was started yesterday (4/8) and the first 7 CHILDREN who received it DIED on the spot.Ó,0
Surveillance and Data Analytics,1
Australian hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,0
"A misleading chart being spread on Facebook, erroneously dubbing the new coronavirus the Òleast deadly virus.Ó",0
Loss of Smell and Taste Validated as COVID-19 Symptoms in Patients With High Recovery Rate,1
Elastomeric Respirators: Strategies During Conventional and Surge Demand Situations,1
"The Week That Wasn't in COVID-19: 17 Days, Peak in 3 Weeks, Croc",1
Did Donald Trump attempt to steal a COVID-19 vaccine from a German company and refuse testing kits from WHO?,0
U.S. State and Local Public Health Laboratories Reporting to CDC,1
IPhoto shows people falling dead on Italian streets from COVID-19.,0
Scientists claim the Wuhan coronavirus is an HIV-1 engineered Òsuper weapon.Ó,0
As COVID-19 Shutters Practices Virtual Doc-Patient Activity Soars,1
Building a Better Flu Shot,1
Keeping active while staying put: A brief 'how to' guide,1
COVID-19 Mortality Hits Almost 30% in Kidney Transplant Patients,1
"Best Practice Treatment Guidelines Help Doctors Identify, Treat Vaping-Associated Lung Injuries",1
A post says the coronavirus can be slowed or stopped with the Òimmediate widespread use of high doses of vitamin C.Ó,0
KNUST students discover vaccine for coronavirus and cure patient in C™te dÕIvoire.,0
"""WHO/PAHO support’s Haiti’s COVID-19 preparedness efforts""",1
COVID-19 Breast Cancer Patient Triage Guidelines (CPBCC),1
Contracting the new coronavirus may protect against future reinfection,1
When COVID-19 Postpones Your Screening Test or Surgery,1
"ÒAll U.S. citizens are entitled to $700 USD per week to stay at home to avoid the spread of COVID-19 novel coronavirus, starting 3/17/20.Ó",0
Leave objects in the sun to avoid contracting the coronavirus.,0
Don't Let The COVID Pandemic Rob You of Your Sleep,1
COVID-19 Has Taken Away the Village: How New Parents Can Cope,1
COVID-19 and PPE: Some of Us Will Die,1
European Cancer Centers Restructure Care in the Era of COVID-19,1
Pregnancy and mental health during the COVID-19 crisis,1
Resources for Healthcare Facilities,1
Companies Offer Freebies to Health Care Workers,1
"""U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet): Percentage of Visits for ILI by Age Group Reported by A Subset of ILINet Providers September 29, 2019 - April 4, 2020 Data as of April 9, 2020""",1
ASE Issues Echocardiography Guidance Amid COVID-19 Pandemic,1
Two Rare Neurologic Conditions Linked to COVID-19,1
Home Test Kits for COVID-19 May Be Available Soon,1
How to Protect Yourself While Traveling During the Coronavirus Outbreak,1
NYC did implement a citywide quarantine.,0
The NBA is asking President Donald Trump to Òresign or weÕll never play again.Ó,0
COVID-19 Likely Seasonal,1
Video shows President Donald Trump saying COVID-19 is the DemocratsÕ Ònew hoax.Ó,0
Nitric Oxide Investigated as COVID-19 Treatment,1
The novel coronavirus is not new.,0
"""Reopening Guidance for Cleaning and Disinfecting Public Spaces, Workplaces, Businesses, Schools, and Homes""",1
"82,000 Health Care Workers Volunteer for New York",1
Interim Guidance for Emergency Medical Services (EMS) Systems and 911 Public Safety Answering Points (PSAPs) for COVID-19 in the United States,1
COVID-19 Shows Gaps in Controls at Nursing Homes,1
"ÒGeorge Soros owns the WuXi PHARMA LAB located in Wuhan, China, where COVID-19 was developed and conveniently broke out.Ó",0
DIY Masks for COVID-19,1
Coronavirus is caused by 5G.,0
CDC Says Some People Can Get Back to Work: Here’s What the Experts Think,1
"SARS-CoV-2 May Confound Seasons, Persist in Warmer Months",1
This Year's Flu Season Taking Deadly Aim at Kids,1
"Former NYC Mayor Rudolph Giuliani said he Òbought $2M in shares of Novartis, a primary supplier of hydroxychloroquineÓ in early February.",0
"""Bill Gates warned in 2015 that we were unprepared for an infectious virus""",1
"Ron Johnson said Americans should go back to work, because Òdeath is an unavoidable part of life.Ó",0
Video shows an orangutan who started washing its hands after watching the zookeepers do so during the coronavirus pandemic.,0
"""World TB Day 2020 Newsletter""",1
Poison Control Centers Report Rise in Accidents,1
Hand sanitizer will Òdo nothing for the coronavirus.Ó,0
"There Is No Cure for COVID-19, No Matter What the Internet Says",1
"Researchers Find Way to Clean, Re-Use N95 Masks",1
How to Sanitize N95 Masks for Reuse: NIH Study,1
Missouri students will have to repeat the school year because of COVID-19 school closings.,0
TSA: 500 Employees Test Positive for COVID-19,1
Russia unleashed more than 500 lions on its streets to ensure that people are staying indoors during this pandemic outbreak.,0
"Headache and fever: Causes, treatment, and prevention",1
Coronavirus Crisis Should Delay Elective Surgeries,1
"COMMENTARY: Heroes From a Distance, 'Lepers' Up Close?",1
"""National Syndromic Surveillance Program (NSSP): Emergency Department Visits Percentage of Visits for COVID-19-Like Illness (CLI) or Influenza-like Illness (ILI) September 29, 2019 - April 4, 2020 Data as of April 9, 2020""",1
Ventilators: Helping or Harming COVID-19 Patients?,1
Says 80% of novel coronavirus cases are Òmild.Ó,0
Whether 60 Democrats voted against coronavirus stimulus bill.,0
Mayo Clinic develops test to detect COVID-19 infection,1
"'You Are the Heroes,' Comedians Tell Clinicians, Part 2",1
Post says no one has died from the coronavirus in the United States.,0
States are imposing mandatory leave and statewise school closures due to coronavirus.,0
There is no coronavirus. The Chinese were secretly working on a biological agent that was supposed to make protesters docile and obedient.,0
"""WHO, Saudi Arabia join forces to fight COVID-19 in the Eastern Mediterranean Region and beyond""",1
"If we want to protect ourselves from the coronavirus, we must back away from all the climate change efforts weÕve been making.",0
"The Week That Wasn't in COVID-19: Elon Musk, 'Pandemic' Scientist",1
Phage Capsid Against Influenza: Perfectly Fitting Inhibitor Prevents Viral Infection,1
"ÒDuring the 2009 swine flu outbreak, Biden made reckless comments unsupported by science & the experts. The Obama Admin had to clean up his mess & apologize for his ineptitude.Ó",0
How do SARS and MERS compare with COVID-19?,1
FAQs about Hand Hygiene for Healthcare Personnel,1
"President Donald Trump said, ÒPeople are dying who have never died before.Ó",0
George Stephanopoulos Diagnosed With Coronavirus,1
Financial Resources,1
Coronavirus: 10 home exercises,1
Study Finds Remdesivir Effective Against a Key Enzyme of Coronavirus That Causes COVID-19,1
Key Resources,1
Graphics and Images,1
Governors across the U.S. are announcing that the current school year will be repeated due to coronavirus school closings.,0
"COVID-19 Linked to Cardiac Injury, Worse Outcomes for Patients With Heart Conditions",1
COMMENTARY: A Better Way to Prioritize Essential Care During COVID-19,1
First Spread of Coronavirus in U.S. Confirmed,1
"Why Cooking Chicken to 165 Degrees Is Critical for Ensuring Safety, Preventing Illness",1
New drug candidate against the novel coronavirus,1
Get Ready for COVID-19,1
Media backgrounder: COVID-19 readiness and helping the world respond to the global pandemic,1
VOYAGER PAD: Clopidogrel Adds No Benefit to Rivaroxaban+Aspirin,1
"""Joint Leader's statement - Violence against children: A hidden crisis of the COVID-19 pandemic""",1
How Home Healthcare Workers Are Navigating the COVID-19 Outbreak,1
Amazon Suspends Accounts for Price Gouging,1
Protect Yourself and Others from COVID-19 When Visiting Parks and Recreational Facilities,1
"""WHO partners with WhatsApp, Facebook and Viber to bring most up to date and accurate information to billions of people""",1
Black people are immune to the coronavirus.,0
Facebook posts claim a child who is infected with the novel coronavirus will be taken to a hospital unaccompanied.,0
"'Hypercoagulation,' Antiphospholipid Antibodies Seen in COVID-19",1
Musician Performs Drive-By Concerts to Spread Joy,1
[SARS-CoV-2] is spreading quickly from gas pumps. Shopping carts as well.,0
5G technology caused the coronavirus.,0
The photo of a vaccine for canine coronavirus proves that a vaccine exists for the novel coronavirus that causes COVID-19.,0
15 major global pandemics all originated in China.,0
U.S. State and Local Public Health Laboratories Reporting to CDC,1
"""Internet providers offer free internet amid coronavirus shutdowns""",1
Mayo Clinic Laboratories launches serology testing in support of COVID-19 response,1
Trending Clinical Topic: Remdesivir,1
"‘False Negatives’ in COVID-19 Testing: If You Have Symptoms, Assume You Have the Disease",1
A video posted on Facebook claiming that chloroquine and azithromycin are proven cures of COVID-19,0
Doc Suspended for Exposing Poor Social-Distancing Practices,1
"""New WHO tools for supplies and to help hospitals manage surge in COVID-19 patients""",1
Here’s What Happens to the Body After Contracting the Coronavirus,1
"The Week That Wasn't: Open Windows, Antibody Testing, Conspiracy Theories",1
Assessing Risk Factors for Severe COVID-19 Illness,1
Interim Clinical Guidance for Management of Patients with Confirmed Coronavirus Disease (COVID-19),1
Key Strategies to Prepare for COVID-19 in Long-term Care Facilities (LTCFs),1
Seniors Recruited for Coronavirus Vaccine Trials,1
"The Coronavirus Aid, Relief, and Economic Security Act gives members of Congress a pay increase.",0
"Coronavirus vaccine: Development, timeline, and more",1
U.S. Speaker of the House Nancy Pelosi said she wonÕt pass new economic stimulus package unless senior citizens are excluded.,0
How the U.S. Is Preparing for a Major Coronavirus Outbreak,1
Treating Rectal Cancer in the COVID-19 Era: Expert Guidance,1
Hard Truths From Infectious Disease Specialists,1
"A video of US President Donald Trump and a top US pharmaceutical executive speaking at a press conference has been viewed thousands of times in multiple Facebook, Twitter and YouTube posts alongside a claim that it shows them announcing a vaccine for the novel coronavirus, COVID-19, was ÒreadyÓ to be administered.",0
World Economic Forum is a Òfascist cabalÓ manipulating coronavirus.,0
How I Stopped Stressing and Embraced My Kid’s Distance Learning,1
How One Very Ill Infant Survived COVID-19,1
Multi-Level Distancing Is Best Against COVID-19: Study,1
"Too Many Patients, Too Few Ventilators: How U.S. Hospitals Cope With COVID-19",1
"Says for otherwise healthy people Òexperiencing mild to moderate respiratory symptoms with or without a COVID-19 diagnosis É only high temperatures kill a virus, so let your fever run high,Ó but not over 103 or 104 degrees F.",0
ÒTheyÕre furloughing nurses in hospitals in western New York state.Ó,0
"Neurologists Dust Off Their Stethoscopes, Join COVID Frontlines",1
Coronavirus is just Òthe damn flu.Ó,0
Criteria for Return to Work for Healthcare Personnel with Confirmed or Suspected COVID-19 (Interim Guidance),1
Oregon Town Goes Door to Door Tracking COVID-19,1
If Queen Elizabeth II tested positive for coronavirus.,0
Tech Might Help COVID Patients Ventilators Can't,1
CDC Adds Six Symptoms to COVID-19 List,1
Preguntas frecuentes relativas a la prevención y el control de infecciones asociadas a la atención médica para el COVID-19,1
Coronavirus contains ÒHIV insertions.Ó,0
U.S. Clinical Laboratories Reporting SARS-CoV-2 Test Results to CDC,1
Here’s How to Clean Your Groceries During the COVID-19 Outbreak,1
Walmart is closing hundreds of its stores.,0
How the U.S. Is Preparing for a Major Coronavirus Outbreak,1
Are Vital Home Health Workers Now A Safety Threat?,1
"Firings, Furloughs, and Pay Cuts in Advance of COVID-19 Surge",1
NIAID strategic plan details COVID-19 research priorities,1
Interim Guidance for Implementing Safety Practices for Critical Infrastructure Workers Who May Have Had Exposure to a Person with Suspected or Confirmed COVID-19,1
COVID-19Surge,1
"Global leaders unite to ensure everyone everywhere can access new vaccines, tests and treatments for COVID-19",1
Topol: US Betrays Healthcare Workers in Coronavirus Disaster,1
Don't Count on Warmer Weather to Curb COVID-19,1
What to Know About a Long Recovery Period After Surviving COVID-19,1
COVID-19: 'Digestive symptoms are common',1
What It’s Like to Be Immunocompromised During the COVID-19 Outbreak,1
"Orthopedic Surgeon, Mayor Team Up on COVID-19 Response",1
CDC: Separate Moms With Coronavirus From Newborns,1
The Road Ahead With COVID-19,1
Can COVID-19 Damage Your Heart? Here’s What We Know,1
"ÒShands Hospital of Gainesville, Florida, has confirmed its first case of coronavirus.Ó",0
Gargling salt water and vinegar will kill the virus.,0
"If You’re Pregnant, Here’s What to Know About the Coronavirus",1
Wisconsin Governor Tony Evers is Òpushing firearm confiscation orders.Ó,0
ÒHair weave and lace fronts manufactured in China may contain the coronavirus.Ó,0
Trending Clinical Topic: PPE,1
COVID-19 is a scripted narrative to justify closed borders or force residents to remain home.,0
Households Living in Close Quarters,1
"Coronavirus Social: Babies Shouldn't Wear Masks, Experts Warn",1
"Radiology, Engineering investigating ways to help Mayo Clinic during COVID-19 response",1
How Donating Your Plasma Can Help Others During the COVID-19 Pandemic,1
"'You Are the Heroes,' Comedians Tell Clinicians",1
All baby formula providers are shipping formula for free during the coronavirus outbreak.,0
FAQs for Law Enforcement Agencies and Personnel,1
"Coronavirus Daily Digest: March 20, 2020",1
Got Questions About Social Distancing? These Experts Have Answers,1
Coronavirus: Virological Findings from Patients Treated in a Munich Hospital,1
Assessing & Managing Risk Based on Different Exposures to COVID-19,1
Helicopters are spraying disinfectants to stop the spread of coronavirus.,0
News photo from stay-at-home protest was doctored to add Confederate flag.,0
"Beaches, Lakes, Pools: Is COVID-19 in the Water?",1
Russian President Putin released 500 lions onto the streets to keep people indoors.,0
Individual Response to COVID-19 'as Important' as Government Action,1
Doctors Now Can Work Across State Lines in COVID-19 Crisis,1
Have the Public Health Restrictions Gone Too Far for COVID-19?,1
Percentage of Visits for ILI by Age Group Reported by A Subset of ILINet Providers,1
Did genetic mutations cause the coronavirus to become more dangerous.,0
NIH begins study to quantify undetected cases of coronavirus infection,1
California Still Setting COVID Death Records,1
"The federal government is Òpreparing to mobilize the national guard,Ó Òdispatch them across the US with militaryÓ and Òannounce a nationwide 1 week quarantine for all citizens.Ó",0
What Your Social Media Posts Say About Your Stress Level Right Now,1
"In 2007, ÒThe SimpsonsÓ predicted Tom Hanks would contract coronavirus in 2007.",0
Exposing a Virus's Hiding Place Reveals New Potential Vaccine,1
President Trump did sign a 5G bill but exposure effects are misleading.,0
Why a Flu Shot Is Essential for People with Heart Disease,1
U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet): Overall Percentage of Visits for ILI,1
New coronavirus stable for hours on surfaces,1
Fauci: Don't Count on Summer Driving Virus Away,1
Photo shows a man wearing a Ògovernment issued Saint Laurent hazardous materials suit.Ó,0
Trending Clinical Topic: Cancer and COVID-19,1
COMMENTARY: We Can't Ignore the Harms of Social Distancing,1
ÒBill and Melinda gates Foundation & others predicted up to 65 million deaths via coronavirus Ð in simulation ran 3 months agoÓ,0
"Sidewalk Chalk, Music, and Teddy Bears: How People Are Lifting Others’ Spirits During COVID-19",1
Stop the Spread of Rumors,1
COVID-19 and kids: Why understanding the impact on children is crucial,1
"Coronavirus Daily Digest: April 8, 2020",1
Music Icon John Prine Dies from Coronavirus,1
Rural America Could Be the Region Hardest Hit by the COVID-19 Outbreak,1
OSHA Guidance on Preparing the Workplace for COVID-19 (2020),1
COVID-19 Can Have Serious Effects on People with Mental Health Disorders,1
Why You Might Want to Think Twice Before Making Your Own Hand Sanitizer,1
"Azithromycin: Side Effects, dosage, COVID-19 (under study)",1
COVID-19 a Reminder of the Challenge of Emerging Infectious Diseases,1
Fox News won Pulitzer for coronavirus coverage.,0
"Viral pneumonia: Symptoms, causes, and treatment",1
Deaths blamed on coronavirus are actually due to the flu.,0
Clues to COVID-19 Coronavirus's Vulnerability Emerge from an Antibody Against SARS,1
Drug Meant for Ebola May Also Work Against Coronaviruses,1
ÒBill Gates told us about the coronavirus in 2015.Ó,0
The Obama administration ÒdidnÕt do anything aboutÓ swine flu.,0
ÒSame little boy died of COVID-19 in three different countries. Still donÕt believe the media is #fakenews?Ó,0
COVID-19 Forecasts for the United States,1
California Creates Relief Fund for Immigrants,1
"Protective masks can be effectively disinfected at home, study",1
ID Specialist Diagnosed With COVID-19 in 'Ironic Twist',1
A video argues that the pandemic could have resulted from the accidental or intentional release of either a natural virus under study or an artificial virus that was bioengineered (manmade).,0
Coronavirus and NSAIDs: What Experts Say,1
COVID-19: TB vaccine to be trialed in healthcare staff,1
Oncologists Need to Advocate for Scarce COVID-19 Resources: ASCO,1
"""CDC Response Corps to Support State, Tribal, Local, and Territorial Health Departments""",1
Standard Methods Rid Hospital Rooms of Coronavirus,1
How to Talk to Your Kids About the COVID-19 Outbreak,1
Testing for COVID-19,1
COVID-19 and COPD: Risks and precautions,1
Roche has developed a COVID-19 vaccine.,0
Celebrating Grandma's 95th From a Social Distance,1
Updated Guidance on Evaluating and Testing Persons for Coronavirus Disease 2019 (COVID-19),1
"""COVID-19: IFRC, UNICEF and WHO issue guidance to protect children and support safe school operations""",1
"COVID-19 Daily: More Will Die, First Antibody Test Authorized",1
COVID-19: Mental Illness the 'Inevitable' Next Pandemic?,1
NIH officials discuss novel coronavirus that recently emerged in China,1
Caring for Someone with Alzheimer’s During the COVID-19 Outbreak: 5 Tips,1
FDA Approves Hydroxychloroquine Trial for COVID-19,1
"Boil weed and ginger for COVID-19 victims, and the virus will vanish.",0
A post shared thousands of times on Facebook during the COVID-19 pandemic says disposable surgical masks should be worn Òcolored side outÓ if a person is sick.,0
Wuhan study shows lying face down improves breathing in severe COVID-19,1
"Echinacea: Benefits, uses, side effects, and effectiveness",1
How to Advocate for a Family Member Hospitalized with COVID-19,1
Goodwill Industries International has fired all its employees because of the coronavirus pandemic.,0
How Parents Can Help Themselves and Their Children with COVID-19 Stress,1
Coronavirus News: What's Happening with the COVID-19 2020 Outbreak,1
The 2008 book ÒEnd of DaysÓ predicted the current coronavirus outbreak.,0
Investigational chimp adenovirus MERS-CoV vaccine protects monkeys,1
"""Lou Dobbs says United States ‘screening fewer people’ for coronavirus than other countries""",1
"The news media has tried to pass off one manÕs death, attributed to complications from COVID-19, as two separate cases.",0
"Washing Hands, Staying Home, and Flattening the Curve with COVID-19 Explained",1
Resources for Businesses and Employers,1
Coronavirus is the least deadly virus.,0
As Many as 50 Percent of People with COVID-19 Aren’t Aware They Have the Virus,1
Repurposed drug may reduce COVID-19 deaths,1
Operational Considerations for Personal Protective Equipment in the Context of Global Supply Shortages for Coronavirus Disease 2019 (COVID-19) Pandemic: non-US Healthcare Settings,1
The mortality rate for the flu is Òright aroundÓ that of the new coronavirus,0
Living in Shared Housing,1
List comparing diseases with coronavirus.,0
"COVID-19 is no worse than other outbreaks that have occurred in Òevery election year,Ó suggesting that the new coronavirus is being ÒhypedÓ to hurt President Donald Trump.",0
"Big Pharma, Dr. Anthony Fauci and Bill Gates want to ban hydroxychoroquine.",0
Strategies for Optimizing the Supply of Eye Protection,1
"Social media posts shared thousands of times advocate 10 methods to prevent a novel coronavirus infection, citing recommendations allegedly stemming from autopsies on COVID-19 victims, including in China, where the virus first emerged.",0
Can Clothes and Shoes Track COVID-19 into Your House? What to Know,1
Sweden Sticks With Controversial COVID-19 Approach,1
